id,ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_qual,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,mo_sold,yr_sold,sale_type,saleprice,total_baths,bsmt_finished,size_n_qual,bed_n_bath,fin_bsmt_fin_qual,bsmt_fin_n_ceiling,bsmt_finished_with_bath,bsmt_finished_with_halfbath,bsmt_size_fin_sf,overall_qual_cond
850,20,RL,67.0,16285,2,2,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,2,1,1,1,0.0,1,0.0,1413.0,1413.0,GasA,3,1,SBrkr,1430,0,0,1430,0.0,0.0,2,0,3.0,1,2,6,8,0,0,Attchd,2001.0,2,2.0,1,3,0,33,0,0,0,Summer,2009,WD ,187100,2.0,0.0,10010,6.0,0.0,0.0,0.0,0.0,0.0,35
1844,160,FV,34.0,3230,2,4,4,4,Corner,3,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,1,PConc,2,1,1,5,419.0,1,0.0,310.0,729.0,GasA,2,1,SBrkr,729,729,0,1458,0.0,0.0,2,1,2.0,1,1,5,8,1,0,Detchd,1999.0,1,2.0,1,3,0,32,0,0,0,Summer,2007,WD ,176000,3.0,419.0,8748,6.0,2095.0,838.0,0.0,0.0,305451.0,30
2225,20,RL,76.95297805642633,21579,2,3,4,4,CulDSac,3,Crawfor,Norm,Norm,1Fam,1Story,6,6,1968,1968,Hip,CompShg,HdBoard,BrkFace,None,0.0,1,PConc,2,1,1,4,813.0,1,0.0,675.0,1488.0,GasA,3,1,SBrkr,1488,0,0,1488,0.0,1.0,2,0,3.0,1,1,7,8,2,2,Attchd,1968.0,2,2.0,1,3,0,0,216,0,0,Summer,2007,CWD,215000,3.0,813.0,8928,9.0,3252.0,1626.0,0.0,813.0,1209744.0,36
1477,60,RL,64.0,8320,2,4,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,2,1,1,5,490.0,1,0.0,280.0,770.0,GasA,3,1,SBrkr,770,812,0,1582,0.0,0.0,2,1,3.0,1,2,6,8,0,0,Attchd,2004.0,2,2.0,1,3,0,45,0,0,0,Summer,2008,WD ,185900,3.0,490.0,11074,9.0,2450.0,980.0,0.0,0.0,377300.0,35
399,20,RL,60.0,6960,2,4,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,None,0.0,1,CBlock,1,1,1,5,375.0,4,239.0,250.0,864.0,GasA,1,1,SBrkr,864,0,0,864,0.0,0.0,1,0,3.0,1,2,5,8,0,0,Detchd,1989.0,1,2.0,1,3,96,0,0,0,0,Fall,2009,WD ,120500,1.0,614.0,3456,3.0,3070.0,614.0,0.0,0.0,530496.0,24
2431,60,RL,60.0,21930,2,1,4,4,Inside,3,Gilbert,RRAn,Norm,1Fam,2Story,5,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,2,2,3,1,0.0,1,0.0,732.0,732.0,GasA,3,1,SBrkr,734,1104,0,1838,0.0,0.0,2,1,4.0,1,1,7,8,1,2,BuiltIn,2005.0,3,2.0,1,3,100,40,0,0,0,Summer,2006,WD ,192140,3.0,0.0,9190,12.0,0.0,0.0,0.0,0.0,0.0,25
1605,20,RL,60.0,6600,2,4,4,4,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,5,9,1982,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,CBlock,1,1,1,5,641.0,1,0.0,175.0,816.0,GasA,3,1,SBrkr,816,0,0,816,0.0,1.0,1,0,3.0,1,2,5,8,1,3,Attchd,1982.0,1,1.0,1,3,0,0,0,0,0,Fall,2008,WD ,130500,2.0,641.0,4080,6.0,3205.0,641.0,0.0,641.0,523056.0,45
897,50,RL,50.0,8405,2,4,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,1,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,Wall,1,0,FuseF,1088,441,0,1529,0.0,0.0,2,0,4.0,1,1,9,5,0,0,Detchd,1945.0,1,1.0,1,1,92,0,185,0,0,Spring,2009,WD ,98000,2.0,0.0,6116,8.0,0.0,0.0,0.0,0.0,0.0,12
1426,20,RL,91.0,11778,2,4,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,554.0,2,PConc,2,1,4,5,2085.0,1,0.0,186.0,2271.0,GasA,3,1,SBrkr,2276,0,0,2276,1.0,0.0,2,0,3.0,1,3,7,8,2,2,Attchd,2008.0,2,3.0,2,3,0,0,70,0,255,Summer,2008,WD ,475000,3.0,2085.0,20484,9.0,10425.0,4170.0,2085.0,0.0,4735035.0,45
2240,30,RM,60.0,8967,2,4,4,4,Corner,3,IDOTRR,Norm,Norm,1Fam,1Story,5,2,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,BrkTil,0,-1,1,1,0.0,1,0.0,961.0,961.0,GasA,2,1,Mix,1077,0,0,1077,0.0,0.0,1,0,2.0,1,1,6,3,0,0,Detchd,1920.0,1,1.0,-1,1,0,0,0,0,0,Fall,2007,WD ,67000,1.0,0.0,5385,2.0,0.0,0.0,0.0,0.0,0.0,10
1706,60,RL,86.0,10562,2,4,4,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,300.0,2,PConc,3,1,1,5,1288.0,1,0.0,294.0,1582.0,GasA,3,1,SBrkr,1610,551,0,2161,1.0,0.0,1,1,3.0,1,3,8,8,1,2,Attchd,2007.0,3,3.0,1,3,178,120,0,0,0,Fall,2007,New,325624,3.0,1288.0,17288,9.0,6440.0,3864.0,1288.0,0.0,2037616.0,40
2252,20,RL,44.0,12864,2,3,4,4,CulDSac,3,Mitchel,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,2,1,1,5,1392.0,1,0.0,17.0,1409.0,GasA,3,1,SBrkr,1409,0,0,1409,1.0,0.0,1,1,1.0,1,2,4,8,1,2,Attchd,2002.0,2,2.0,1,3,0,144,0,0,145,Summer,2007,WD ,245000,3.0,1392.0,9863,3.0,6960.0,2784.0,1392.0,0.0,1961328.0,35
1136,20,RL,66.0,13695,2,4,4,4,Inside,3,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,1,PConc,1,1,1,5,646.0,1,0.0,468.0,1114.0,GasA,3,1,SBrkr,1114,0,0,1114,1.0,0.0,1,1,3.0,1,2,6,8,0,0,Detchd,2004.0,1,2.0,1,3,0,102,0,0,0,Summer,2008,WD ,159000,3.0,646.0,5570,9.0,3230.0,646.0,646.0,0.0,719644.0,25
1877,20,RL,79.0,10289,2,4,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,BrkFace,168.0,1,CBlock,1,1,1,5,836.0,1,0.0,237.0,1073.0,GasA,1,1,SBrkr,1073,0,0,1073,1.0,0.0,1,1,3.0,1,1,6,8,0,0,Attchd,1965.0,2,2.0,1,3,0,0,0,0,0,Summer,2007,WD ,156000,3.0,836.0,5365,9.0,4180.0,836.0,836.0,0.0,897028.0,35
424,20,RL,105.0,15431,2,4,4,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,3,PConc,3,1,4,5,1767.0,5,539.0,788.0,3094.0,GasA,3,1,SBrkr,2402,0,0,2402,1.0,0.0,2,0,2.0,1,3,10,8,2,2,Attchd,2008.0,3,3.0,1,3,0,72,0,0,170,Spring,2009,WD ,555000,3.0,2306.0,24020,6.0,11530.0,6918.0,2306.0,0.0,7134764.0,50
1182,20,RL,76.95297805642633,11120,2,3,4,4,CulDSac,3,Veenker,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,1,PConc,2,1,1,4,660.0,1,0.0,572.0,1232.0,GasA,1,1,SBrkr,1232,0,0,1232,0.0,0.0,2,0,3.0,1,1,6,8,0,0,Attchd,1984.0,1,2.0,1,3,0,0,0,0,0,Summer,2008,WD ,162500,2.0,660.0,7392,6.0,2640.0,1320.0,0.0,0.0,813120.0,36
2750,90,RL,73.0,9069,2,4,4,4,Inside,3,SawyerW,Norm,Norm,Duplex,SFoyer,6,8,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,PConc,2,1,3,2,261.0,5,1083.0,0.0,1344.0,GasA,2,1,SBrkr,1440,0,0,1440,2.0,0.0,2,0,2.0,2,2,8,8,0,0,Attchd,1993.0,1,4.0,1,3,288,0,0,0,0,Spring,2006,WD ,224500,4.0,1344.0,8640,8.0,2688.0,2688.0,2688.0,0.0,1806336.0,48
1016,20,RL,76.95297805642633,47280,2,3,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,1Story,6,5,1950,1950,Hip,CompShg,AsbShng,AsbShng,BrkFace,44.0,1,CBlock,1,1,1,1,0.0,1,0.0,1488.0,1488.0,GasA,2,1,SBrkr,1488,0,0,1488,0.0,0.0,2,1,3.0,1,1,6,8,1,1,Attchd,1950.0,2,2.0,1,3,0,0,180,0,0,Summer,2008,WD ,133000,3.0,0.0,8928,9.0,0.0,0.0,0.0,0.0,0.0,30
2436,60,RL,63.0,7875,2,4,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,2,1,1,1,0.0,1,0.0,783.0,783.0,GasA,3,1,SBrkr,807,702,0,1509,0.0,0.0,2,1,3.0,1,2,8,8,1,2,Attchd,2003.0,3,2.0,1,3,0,75,0,0,0,Summer,2006,WD ,180000,3.0,0.0,10563,9.0,0.0,0.0,0.0,0.0,0.0,35
1607,20,RL,60.0,6600,2,4,4,4,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,5,6,1982,2005,Gable,CompShg,HdBoard,Plywood,None,0.0,1,CBlock,1,1,1,5,638.0,1,0.0,207.0,845.0,GasA,2,1,SBrkr,845,0,0,845,0.0,0.0,1,0,3.0,1,2,6,8,0,0,Attchd,1982.0,1,1.0,1,3,0,0,0,0,0,Summer,2008,WD ,134500,1.0,638.0,4225,3.0,3190.0,638.0,0.0,0.0,539110.0,30
2337,60,RL,66.0,13682,2,2,2,4,CulDSac,3,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,3,PConc,3,1,4,1,0.0,1,0.0,1410.0,1410.0,GasA,3,1,SBrkr,1426,1519,0,2945,0.0,0.0,3,1,3.0,1,2,10,8,1,2,BuiltIn,2006.0,3,3.0,1,3,192,0,37,0,0,Fall,2006,New,438780,4.0,0.0,29450,12.0,0.0,0.0,0.0,0.0,0.0,50
1233,80,RL,101.0,9150,2,3,4,4,Corner,3,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,1,CBlock,2,1,4,5,371.0,1,0.0,728.0,1099.0,GasA,2,1,SBrkr,1431,0,0,1431,0.0,1.0,1,0,3.0,1,1,6,8,1,2,Basment,1962.0,2,1.0,1,3,64,110,0,0,0,Winter,2008,WD ,165000,2.0,371.0,8586,6.0,1855.0,742.0,0.0,371.0,407729.0,30
419,20,RL,65.0,7150,2,4,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,1,CBlock,1,1,1,4,432.0,1,0.0,460.0,892.0,GasA,1,1,SBrkr,892,0,0,892,0.0,0.0,1,0,3.0,1,1,5,8,0,0,Attchd,1967.0,2,1.0,1,3,0,0,0,0,0,Summer,2009,WD ,100000,1.0,432.0,4460,3.0,1728.0,432.0,0.0,0.0,385344.0,25
633,20,RL,76.95297805642633,12285,2,3,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,7,6,1960,1960,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,1,CBlock,1,1,1,4,544.0,1,0.0,785.0,1329.0,GasA,2,1,SBrkr,1329,0,0,1329,0.0,0.0,1,1,3.0,1,1,5,8,2,2,Attchd,1960.0,1,2.0,1,3,0,0,203,0,0,Summer,2009,WD ,176000,2.0,544.0,9303,6.0,2176.0,544.0,0.0,0.0,722976.0,42
2722,20,RL,102.0,17920,2,4,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,None,0.0,1,CBlock,1,1,2,5,306.0,3,1085.0,372.0,1763.0,GasA,1,1,SBrkr,1779,0,0,1779,1.0,0.0,1,1,3.0,1,1,6,8,1,2,Attchd,1955.0,1,2.0,1,3,0,418,0,0,312,Summer,2006,WD ,170000,3.0,1391.0,8895,9.0,6955.0,1391.0,1391.0,0.0,2452333.0,20
469,120,RL,53.0,3684,2,4,4,4,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,2,PConc,2,1,1,1,0.0,1,0.0,1373.0,1373.0,GasA,3,1,SBrkr,1555,0,0,1555,0.0,0.0,2,0,2.0,1,2,7,8,1,1,Attchd,2007.0,3,3.0,1,3,143,20,0,0,0,Summer,2009,WD ,174000,2.0,0.0,10885,4.0,0.0,0.0,0.0,0.0,0.0,35
1365,50,RM,62.0,7006,2,4,4,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0.0,1,PConc,1,1,1,3,121.0,1,0.0,647.0,768.0,GasA,1,1,SBrkr,788,448,0,1236,1.0,0.0,2,0,3.0,1,1,6,8,1,2,Detchd,1985.0,1,1.0,1,3,0,0,0,0,0,Summer,2008,WD ,127000,3.0,121.0,7416,9.0,363.0,121.0,121.0,0.0,92928.0,36
1098,60,RL,77.0,8390,2,3,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,1,PConc,2,1,1,1,0.0,1,0.0,831.0,831.0,GasA,3,1,SBrkr,873,778,0,1651,0.0,0.0,2,1,3.0,1,1,7,8,1,1,BuiltIn,1999.0,3,2.0,1,3,0,103,0,0,0,Spring,2008,WD ,185900,3.0,0.0,11557,9.0,0.0,0.0,0.0,0.0,0.0,35
711,30,RM,50.0,5784,2,4,4,4,Inside,3,OldTown,Artery,Norm,1Fam,1Story,5,8,1938,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,BrkTil,0,1,1,1,0.0,1,0.0,190.0,190.0,GasA,2,1,FuseA,886,0,0,886,0.0,0.0,1,0,2.0,1,1,4,8,0,0,Attchd,1938.0,1,1.0,1,3,144,20,80,0,0,Winter,2009,WD ,91300,1.0,0.0,4430,2.0,0.0,0.0,0.0,0.0,0.0,40
2808,20,RL,70.0,9135,2,4,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,2,PConc,2,1,3,5,340.0,1,0.0,1342.0,1682.0,GasA,3,1,SBrkr,1700,0,0,1700,1.0,0.0,2,0,3.0,1,2,7,8,0,0,Attchd,2003.0,2,2.0,1,3,192,23,0,0,0,Spring,2006,WD ,200000,3.0,340.0,10200,9.0,1700.0,680.0,340.0,0.0,571880.0,30
1959,50,RL,78.0,10496,2,4,4,4,Inside,3,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,1,CBlock,1,1,2,3,196.0,1,0.0,844.0,1040.0,GasA,3,1,SBrkr,1168,678,0,1846,0.0,0.0,2,0,3.0,1,1,7,8,1,2,Attchd,1949.0,1,1.0,1,3,0,0,0,0,0,Winter,2007,WD ,143000,2.0,196.0,11076,6.0,588.0,196.0,0.0,0.0,203840.0,36
2720,50,RL,63.0,13650,2,4,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,CBlock,1,1,1,5,57.0,4,441.0,554.0,1052.0,GasA,3,1,SBrkr,1252,668,0,1920,1.0,0.0,2,0,4.0,1,2,8,8,1,2,Attchd,1958.0,1,2.0,1,3,0,0,0,0,0,Summer,2006,WD ,172500,3.0,498.0,9600,12.0,2490.0,498.0,498.0,0.0,523896.0,25
2170,20,RL,67.0,8308,2,4,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,6,1963,1963,Gable,CompShg,VinylSd,VinylSd,Stone,20.0,1,CBlock,1,1,1,4,132.0,2,841.0,115.0,1088.0,GasA,1,1,SBrkr,1088,0,0,1088,0.0,0.0,1,0,2.0,1,1,4,8,0,0,Detchd,2002.0,1,2.0,1,2,0,0,0,0,0,Summer,2007,COD,110000,1.0,973.0,4352,2.0,3892.0,973.0,0.0,0.0,1058624.0,24
603,20,RL,76.95297805642633,9450,2,3,4,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,4,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,160.0,1,CBlock,1,1,1,4,775.0,1,0.0,265.0,1040.0,GasA,1,1,SBrkr,1362,0,0,1362,1.0,0.0,1,0,3.0,1,1,6,8,1,2,Attchd,1982.0,2,3.0,1,3,0,0,84,0,0,Spring,2009,WD ,140000,2.0,775.0,5448,6.0,3100.0,775.0,775.0,0.0,806000.0,20
2113,20,RL,78.0,9317,2,3,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,2,1,1,5,24.0,1,0.0,1290.0,1314.0,GasA,2,1,SBrkr,1314,0,0,1314,0.0,0.0,2,0,3.0,1,2,6,8,1,2,Attchd,2006.0,2,2.0,1,3,0,22,0,0,0,Spring,2007,WD ,176432,2.0,24.0,7884,6.0,120.0,48.0,0.0,0.0,31536.0,30
1146,20,RL,76.95297805642633,7153,2,4,4,4,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,88.0,1,CBlock,2,1,1,5,1200.0,1,0.0,78.0,1278.0,GasA,2,1,SBrkr,1294,0,0,1294,1.0,0.0,2,0,3.0,1,2,6,8,0,0,Attchd,1991.0,2,2.0,1,3,112,51,0,0,0,Summer,2008,WD ,179200,3.0,1200.0,7764,9.0,6000.0,2400.0,1200.0,0.0,1533600.0,30
2105,20,RL,68.0,8814,2,4,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,2,PConc,2,1,1,5,925.0,1,0.0,349.0,1274.0,GasA,3,1,SBrkr,1274,0,0,1274,1.0,0.0,2,0,3.0,1,2,6,8,0,0,Attchd,2005.0,2,2.0,1,3,264,98,0,0,0,Winter,2007,New,203000,3.0,925.0,8918,9.0,4625.0,1850.0,925.0,0.0,1178450.0,35
1786,20,RL,83.0,9849,2,4,4,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,2,PConc,2,1,3,1,0.0,1,0.0,1689.0,1689.0,GasA,3,1,SBrkr,1689,0,0,1689,0.0,0.0,2,0,3.0,1,2,7,8,0,0,Attchd,2007.0,2,3.0,1,3,0,56,0,0,0,Summer,2007,New,248328,2.0,0.0,11823,6.0,0.0,0.0,0.0,0.0,0.0,42
961,20,RL,79.0,14463,2,3,2,4,Corner,3,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,BrkFace,406.0,3,PConc,3,1,4,5,1115.0,1,0.0,526.0,1641.0,GasA,3,1,SBrkr,1641,0,0,1641,1.0,0.0,2,0,3.0,1,3,7,8,0,0,Attchd,2008.0,3,3.0,1,3,0,95,0,0,0,Winter,2009,WD ,316500,3.0,1115.0,14769,9.0,5575.0,3345.0,1115.0,0.0,1829715.0,45
1405,50,RL,50.0,5190,2,4,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,7,5,1948,1950,Gable,CompShg,BrkFace,Plywood,None,0.0,1,CBlock,1,1,1,1,0.0,1,0.0,570.0,570.0,GasA,1,1,SBrkr,617,462,0,1079,0.0,0.0,1,0,2.0,1,1,5,8,1,2,Attchd,1948.0,1,1.0,1,3,135,0,0,0,0,Winter,2008,WD ,125600,1.0,0.0,7553,2.0,0.0,0.0,0.0,0.0,0.0,35
1324,20,RM,65.0,9750,2,4,4,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,164.0,1,CBlock,1,1,1,3,200.0,1,0.0,784.0,984.0,GasA,2,1,SBrkr,984,0,0,984,1.0,0.0,1,0,2.0,1,0,5,8,0,0,Detchd,1959.0,1,1.0,1,1,0,0,0,0,0,Summer,2008,WD ,110000,2.0,200.0,4920,4.0,600.0,200.0,200.0,0.0,196800.0,30
1986,30,RM,50.0,6000,2,4,4,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,4,4,1920,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,1,PConc,1,1,1,5,250.0,1,0.0,710.0,960.0,GasA,2,1,FuseA,960,0,0,960,0.0,0.0,1,0,2.0,1,0,5,8,0,0,Detchd,1997.0,1,1.0,1,3,0,0,168,0,0,Summer,2007,WD ,108500,1.0,250.0,3840,2.0,1250.0,250.0,0.0,0.0,240000.0,16
307,20,C (all),66.0,8712,1,4,3,4,Inside,2,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,0,CBlock,1,1,3,1,0.0,1,0.0,540.0,540.0,GasA,1,0,FuseA,1044,0,0,1044,0.0,0.0,1,0,2.0,1,0,4,8,0,0,Basment,1952.0,1,2.0,1,1,0,0,0,0,0,Summer,2010,WD ,55993,1.0,0.0,5220,2.0,0.0,0.0,0.0,0.0,0.0,25
180,50,RM,69.0,11851,2,4,4,4,Inside,3,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,1,BrkTil,1,1,1,4,780.0,1,0.0,247.0,1027.0,GasA,3,1,SBrkr,1027,606,0,1633,0.0,0.0,1,0,3.0,1,2,7,8,1,2,Detchd,1948.0,1,1.0,1,3,0,100,126,0,0,Summer,2010,WD ,129000,1.0,780.0,8165,3.0,3120.0,780.0,0.0,0.0,801060.0,35
2896,20,RL,54.0,13811,2,3,4,4,Inside,3,Timber,Norm,Norm,1Fam,1Story,6,6,1987,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,1,CBlock,2,2,1,5,980.0,2,40.0,92.0,1112.0,GasA,2,1,SBrkr,1137,0,0,1137,1.0,0.0,2,0,2.0,1,2,5,8,1,1,Attchd,1987.0,1,2.0,1,3,125,0,0,0,0,Summer,2006,WD ,176000,3.0,1020.0,6822,6.0,5100.0,2040.0,1020.0,0.0,1134240.0,36
668,20,RL,83.0,10143,2,4,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,295.0,1,CBlock,1,1,1,3,384.0,1,0.0,996.0,1380.0,GasA,0,1,SBrkr,1380,0,0,1380,0.0,0.0,1,1,3.0,1,1,6,8,0,0,Attchd,1963.0,1,1.0,1,3,0,0,0,0,216,Summer,2009,WD ,154000,2.0,384.0,8280,6.0,1152.0,384.0,0.0,0.0,529920.0,42
1582,20,RL,93.0,18265,2,4,4,4,Corner,3,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,CompShg,Plywood,HdBoard,BrkFace,228.0,2,CBlock,2,2,3,5,920.0,3,60.0,276.0,1256.0,GasA,3,1,SBrkr,1256,0,0,1256,0.0,0.0,2,0,3.0,1,2,6,8,1,0,Attchd,1986.0,1,2.0,1,3,282,0,0,0,0,Spring,2008,WD ,180000,2.0,980.0,7536,6.0,4900.0,1960.0,0.0,0.0,1230880.0,30
2285,120,RM,44.0,4224,2,4,4,4,Inside,3,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,1,PConc,2,1,1,5,874.0,1,0.0,268.0,1142.0,GasA,1,1,SBrkr,1142,0,0,1142,1.0,0.0,1,1,3.0,1,1,6,8,1,-1,Attchd,1976.0,3,2.0,1,3,536,90,0,0,0,Summer,2007,WD ,134000,3.0,874.0,5710,9.0,4370.0,1748.0,874.0,0.0,998108.0,25
2079,20,RL,84.0,12615,2,4,4,4,Corner,3,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,2001,Gable,CompShg,WdShing,Wd Shng,None,0.0,1,CBlock,1,2,3,5,477.0,1,0.0,725.0,1202.0,GasA,1,1,SBrkr,2158,0,0,2158,1.0,0.0,2,0,4.0,1,2,7,8,1,2,Attchd,1950.0,1,2.0,1,3,0,29,39,0,0,Summer,2007,WD ,243000,3.0,477.0,12948,12.0,2385.0,477.0,477.0,0.0,573354.0,42
2272,20,RL,85.0,14536,2,4,4,4,Inside,3,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,236.0,2,PConc,2,1,3,5,1300.0,1,0.0,316.0,1616.0,GasA,3,1,SBrkr,1629,0,0,1629,1.0,0.0,2,0,3.0,1,2,9,8,1,2,Attchd,2002.0,3,3.0,1,3,0,252,0,0,0,Fall,2007,WD ,270000,3.0,1300.0,13032,9.0,6500.0,2600.0,1300.0,0.0,2100800.0,40
2250,20,RL,71.0,9187,2,4,3,4,Corner,3,Mitchel,Norm,Norm,1Fam,1Story,6,5,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0.0,1,PConc,1,1,1,5,336.0,1,0.0,748.0,1084.0,GasA,1,1,SBrkr,1080,0,0,1080,0.0,0.0,1,1,3.0,1,1,5,8,0,0,Attchd,1983.0,1,2.0,1,3,120,0,158,0,0,Summer,2007,WD ,134000,2.0,336.0,6480,6.0,1680.0,336.0,0.0,0.0,364224.0,30
